,result,table,_start,_stop,_time,_value,_field,_measurement,domain,host,resource_consumer_kind,resource_id,resource_kind,server,url
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:34Z,6.6974334716796875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:35Z,5.8797607421875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:36Z,5.29571533203125,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:37Z,5.673492431640625,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:38Z,5.8211822509765625,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:39Z,7.05224609375,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:40Z,5.3245697021484375,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:41Z,7.2611236572265625,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:42Z,5.45037841796875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:43Z,6.21417236328125,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:44Z,6.880096435546875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:45Z,6.556396484375,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:46Z,6.0675811767578125,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:47Z,6.33416748046875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:48Z,6.3224639892578125,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:49Z,6.1043243408203125,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:50Z,5.3975067138671875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:31:51Z,7.6846160888671875,rapl_consumed_energy_J_alumet,alumet,package,energydata,local_machine,0,cpu_package,laptopHP,http://10.255.35.141:9091/metrics
