,result,table,_start,_stop,_time,_value,_field,_measurement,domain_id,domain_name,host,server,socket_id,url
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:34:56Z,127413,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:34:59Z,109525,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:02Z,120404,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:05Z,86415,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:08Z,116238,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:11Z,147852,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:14Z,131504,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:17Z,101392,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:20Z,127621,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:23Z,101047,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:26Z,105556,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:29Z,105230,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:32Z,114793,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:35Z,149713,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:38Z,143405,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:41Z,129670,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:44Z,106441,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:47Z,94509,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:50Z,99795,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:53Z,85701,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:56Z,107533,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:35:59Z,107131,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:02Z,120566,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:05Z,116818,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:08Z,91022,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:11Z,91297,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:14Z,168432,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:17Z,114607,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:20Z,153580,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
,_result,0,2026-03-03T22:30:00Z,2026-03-04T05:30:00Z,2026-03-03T22:36:23Z,159722,scaph_domain_power_microwatts,scaphandre,0,core,energydata,laptopHP,0,http://10.255.35.141:8080/metrics
